NR,Rolle,Firma,Typ,Aussage,Cluster,Beschreibung,,
5,Data & AI Experte,Beratungsfirma,Beratung,"Ich habe für Shell, für Novartis und Ikea Beratung gemacht. In diesen Firmen sind riesengrosse multinationale Firmen, die operieren ihre Standorte sehr getrennt voneinander, haben in jedem Standort ein eigenes SAP-System. Da war auch immer das Thema, wie bringen wir die Daten zusammen. Ein Einzelstandort muss verstehen, wieso muss ich meine Daten da reinpacken, was ist der Wert für mich. Was bei dem einen Unternehmen passiert ist, dass man wirklich gesagt hat, wir zentralisieren den einen Teil, nehmen denen den Standorten ab. Dadurch haben die Standorte eine deutlich geringere Arbeitslast und haben das dafür zentralisiert. Wir nehmen denen das ab. Das war dann sozusagen ein Business Wert. Wenn ich nur über die Stimme komme, wir machen das, weil wir eine besser gepflegte Datenbasis haben möchten, wird das nicht funktionieren.",Reduktion Aufwand,-,,
5,Data & AI Experte,Beratungsfirma,Beratung,"Aber um wieder auf Data-Catalog, Data-Modelle zu kommen, das ist auch eine große Chance,weil die AI kann sehr vieles, je mehr sie weiss, automatisch befüllen, dokumentieren,beschreiben. Wenn ich zum Beispiel schaue, ich habe das letzte Mal 2020 wirklich in Action bei unserer Unternehmung gesehen, wenn du mal 100.000 SQL Queries über Alation gemacht hast, hat Alation ein unglaubliches Wissen, wie das Business-Modell funktioniert, weil ja jeder SQL- Query-Business-Model drinsteckt. Und dann konnte 2020 schon ohne LLMs Alation extrem gut dir sagen, wie deine SQL-Query die nächsten Dinge beschreiben wird, wohl aussehen wird. Und wenn ich mir noch denke, wo man das LLM auch noch mit reinkommt, wenn ich so Sachen wie Co-Piloter und so anschaue, ist das ja dann nochmal ein ganz anderes Lab. Und das bringt für mich ein Riesenpotenzial, dass ich dadurch sehr viele Themen viel einfacher lösen lasse.

Wir haben vorhin so ein bisschen darüber gesprochen, dass Business-Leute sprechen an die Daten-Leute. Stell dir mal vor, wir haben jetzt ein Dashboard, wo eine AI mit drinnen steckt, die das Dashboard dem Datenmann in seinen Worten erklären kann und dem Business-Mann in seinen Worten erklären kann. Dann schließen wir diese Kommunikationslücke durch diese AI. Also da steckt auch ein unglaubliches Potenzial drin. Und es gilt jetzt einfach hier diesen Balance-Mittelweg zu finden, dieses Potenzial zu nutzen.",Potenzial für AI,-,,
7,Data Architect,Versicherungsfirma,Externe Firma,"So your data management platforms are successful if you have a proper data models in place. And one of the goal always when I create or when I implement data models is the data
verification. So the fair standards or fair principles of the data that data is findable, data is accessible, data is interoperable and data is reusable",Datenauffindbarkeit,FAIR ,,
7,Data Architect,Versicherungsfirma,Externe Firma,"So creating the reusable data assets is one of the purpose of the data model as well. So when I was working, I can give the latest example. So right now I'm working on the asset management or investment management platform. So there we have data from different third party suppliers. So we get market data from Bloomberg, MSCI, Six Exchange, then we get data from Swiss National Bank and European Central Bank and so on. So these data points overlap with each other, but they have their own peculiarities in terms of their understanding, their meaning behind the data

So creating the reusable data assets ",Wiederverwendung von Daten (Reuseability) ,-,,
7,Data Architect,Versicherungsfirma,Externe Firma,"So all of that have to be modeled together so that we get the meaningful data behind or meaningful information out of business partner. And that is also implemented in the data
model. So these serves as the enterprise data model because it's not used by one single team. ","Gemeinsames Datenverständnis, einheitliche Terminologie & Datenvergleichbarkeit",-,,
7,Data Architect,Versicherungsfirma,Externe Firma,"And that provides us the unified view of all the data sets in a common understandable language or in a model with their relationship, how they relate to each other. ",Nachvollziehbarkeit von Daten oder Änderungen (Interpretation),"Gemeinsames Datenverständnis einheitliche  Terminologie & Datenvergleichbarkeit
 --> Nachvollziehbarkeit ",,
7,Data Architect,Versicherungsfirma,Externe Firma,"data catalog, one of the goal is also to make our business users data literate, meaning the data literacy in the organization. So they are aware and they know how to access or whom to contact when it comes to a certain data point. So what data points are available in my organization",Data Literacy ,-,,
7,Data Architect,Versicherungsfirma,Externe Firma,"FAIR: so again, coming back to the FAIR principles, so you make your data sets findable and accessible and interoperable in the organization and reusable So these are the common principles that are addressed by the enterprise data model and the enterprise data catalog.",Accessible (Zugänglichkeit),FAIR ,,
7,Data Architect,Versicherungsfirma,Externe Firma,"as a lead data architect, whenever there is a change in the system or whenever there is a new requirement or change in the requirement, I use it for the impact assessment as well. I know which data products will be impacted, what is the impact, where I need to address, what will be the overall efforts based on certain parameters that we have defined.

What are the impacted areas or the impacted systems that you need to consider? The regression testing, the quality assurance of the data, the interoperability of the data. So all of these topics are addressed through the data model and data catalog",Nachvollziehbarkeit von Daten oder Änderungen (Interpretation),Nachvollziehbarkeit --> Impact Analysis  --> schnellere Reaktionsfähigkeit,,
7,Data Architect,Versicherungsfirma,Externe Firma,One aspect which you can consider there is or which I consider is that if you want your organization to be a data driven and nowadays AI driven decision making organization it is not possible without enterprise data model or enterprise data catalog.,Potenzial für AI,-,,
25,Head of Data DACH,IT Consutling,Beratung,"Das ist ein KPI, ein Bericht. Wenn wir ein Beispiel nehmen würden. Supply Chain vielleicht. Oder lass uns einen Supermarkt nennen. Was sind die Daily Products? Was sind die Obst und Gemüse? Welche Marken sind da drin? Diese Marken wären dann Datenmarken. Und die Produkte selber wären die Produkte. Das soll in die Richtung gehen. Dann weiss der Kunde, Konsumenten, wenn die im Supermarkt sind, wohin sie gehen, was sie nehmen. Wenn die die Abteilungen auch schon wissen. Diese Kategorisierung Logik entwickeln wir immer. Mit Daten. Dann ist es einfacher zushoppen.",Know Your Data (bessere Übersicht) ,-,,
30,Head of Community,IT Services,EDM / EDC Anbieter,"Dazu musst du Regeln festlegen. Und ich glaube, erst mal ein Datenmodell hilft dabei, zu sagen, über welche Daten ich rede",Nachvollziehbarkeit von Daten oder Änderungen (Interpretation),-,,
30,Head of Community,IT Services,EDM / EDC Anbieter,"Und ein Datenkatalog hilft dann dabei, auf sowas wie Ownership festzulegen, eine Definition, die über das ganze Unternehmen einheitlich sein sollte, irgendwo sicherzustellen.","Gemeinsames Datenverständnis, einheitliche Terminologie & Datenvergleichbarkeit",-,,
30,Head of Community,IT Services,EDM / EDC Anbieter,"Ich habe eine Data Foundation, auf die dann der Rest des Unternehmens, die Geschäftsprozesse, aber auch das Analytics- oder Data Science Team zugreifen kann.

Das passiert unterstützt durch ein Datenmodell, aber insbesondere dann auch durch ein Datenkatalog, wo ich die Metadaten dokumentieren kann und festlegen kann. Das heißt, das ist eine Hilfe, Governance erst mal zu definieren und auch durchzusetzen.",Accessible (Zugänglichkeit),Accessible (Zugänglichkeit) → Verbesserung Durchsetzung Data Governance,,
30,Head of Community,IT Services,EDM / EDC Anbieter,"Will ja nicht nur, dass die Daten in Geschäftsprozessen genutzt werden, sondern möchte die auch verfügbar und nutzbar machen für meine Analytics Teams. Und da hilft ein Datenkatalog, vielleicht eher sogar noch ein Data Marketplace, aber einfach, so explorativ zu gucken, welche Daten habe ich denn und wie kann ich die eigentlich in
meinen Data Science, Analytics Projekten sinnstiftend einsetzen.",Accessible (Zugänglichkeit),-,,
30,Head of Community,IT Services,EDM / EDC Anbieter,"Aber du möchtest ja trotzdem, dass die Daten an sich unternehmensweit genutzt werden und unternehmensweit gleich genutzt werden, sonst haben wir gleiche Äpfel mit Birnen. Du willst ja ein Finanzreport für die Schweiz, für Deutschland und für Usbekistan eigentlich in der gleichen Struktur haben, damit du danneben auf globaler Ebene wieder aggregieren kannst.","Gemeinsames Datenverständnis, einheitliche Terminologie & Datenvergleichbarkeit","Gemeinsames Datenverständnis einheitliche  Terminologie & Datenvergleichbarkeit
 --> Verbesserung Kooperation ",,
30,Head of Community,IT Services,EDM / EDC Anbieter,"Naja, also ich meine, was du ja machst ist ja Effizienz sicherstellen, du möchtest ja Daten, irgendwie dieses Fair machen, kennst du wahrscheinlich Findable, Accessible, Interoperable, Reusable und gerade dieses R, also die Reusability, sollte eigentlich mit einem Datenkatalog steigen. Was heißt das? Ich dokumentiere die Daten so und mache die so verfügbar, dass ich beim ersten Data Science Use Case muss ich natürlich zum Datenkatalog gehen und sage, hey, guck mal, wie kann ich die nutzen, damit ich die nutzbar habe.",Interoperabilität,FAIR ,,
30,Head of Community,IT Services,EDM / EDC Anbieter,"Daten aber nicht nochmal dokumentieren, sondern kann die, weil die schon mal schön da sind, im zweiten, im dritten, im vierten, im x-ten und m-ten Fall eben wiederverwenden. Diese Reusability ist eigentlich, glaube ich, der Hauptbenefit dass ich jetzt nie bei null anfange, sondern relativ auf einer guten Basis aufsetzen kann und das da drin habe, dass ich dann auch sicherstellen kann, dass die Daten, die im Datenkatalog sind, irgendwie qualitätsgeprüft sind und die direkt einsetzen kann. Das ist so das eine.",Wiederverwendung von Daten (Reuseability) ,-,,
30,Head of Community,IT Services,EDM / EDC Anbieter,Daten sind sofort verfüggbar und auffindbar ,Datenauffindbarkeit,-,,
30,Head of Community,IT Services,EDM / EDC Anbieter,"Also es ist dann auch noch Governance und es ist viel, vielschneller, als es vorher war. Deswegen , Daten-Katalog, Zeitersparnis, das eine.",Reduktion Aufwand,-,,
30,Head of Community,IT Services,EDM / EDC Anbieter,"Dann kommt natürlich da hinzu, du hast dann vielleicht noch Benefits, dass du überhaupt das erste Mal irgendwie Datenqualitätsregeln in so einem Datenkatalog definierst. Das heißt, die Qualität steigt an, aber auch dann musst du wieder überlegen, was heißt das eigentlich in denFolgeprozessen, was ist dadurch besser oder schlechter geworden",Verbesserung Datenqualität ,-,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"So kind of at a high level, that is what, and that's why we call it Enterprise Data Catalog, because EDC is not localized to a platform or a region. It has to be, if you're a global company, there should be one. So all your employees across the globe should just go to one platform and see that.",Accessible (Zugänglichkeit),-,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"So definitely, Collibra has rolled out some Gen AI capability.",Potenzial für AI,-,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"CDE, which stands for critical data element. So like ideally, if I had endless time and endless money, I would spend time trying to work on all my data. But in a real world, you don't have that much budget. You don't have that much people to really focus on all the data. And the good news is you don't have to. Because again, this is another thing you will hear a lot in the data community. Not all data is equal. There are some data that is really important. There are a lot of data. They are literally noise. So why even bother trying to clean them and regulate them? It's never going to be of any use. So you can just ignore. So ideally, between 20 to 30% of your data should be what is the CDE or the critical data element",Reduktion Aufwand,-,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"Impact Analysis: So that's kind of the lineage. So using Collibra, you can see, like, if I stop getting this fieldand you trace the lineage from your ETL pipeline all the way to the product and services, you know which of your customers are going to get impacted, right? And it's important because you don't want to be reactive there because when it happens, it's going to stop coming and then your customers are going to look at their insight, at their models and agents, and they will say, what's going on? Because date of birth is a critical field. Anything related to the age-related analysis will be completely blank. So you want to see, OK, what am I going to do? How am I going to mitigate this risk? Can I go to another vendor to get? So that is impact analysis.",Nachvollziehbarkeit von Daten oder Änderungen (Interpretation),Nachvollziehbarkeit --> Impact Analysis ,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"Second use case is audit. Very important, right? For example, and this applies to actually companies that monetize data. So it doesn't apply to a company where they are just trying to build something in their transactional data. And who cares? Because say, for example, you are Adidas or Nike, you are building sports shoes and April and other things. If you have a data problem, it's not the end of the world. But if in your manufacturing pipeline, the batch job that actually makes the shoes, something is wrong. And now the shoe is all being manufactured without a sole. That's a big problem. So same thing for companies that generate data products. If there is any data issue, if the customer comes back and says, what's going on? Like, why is this giving me wrong insight? You should have the ability to trace back and see what's going on. And that is called auditability.",Nachvollziehbarkeit von Daten oder Änderungen (Interpretation),Nachvollziehbarkeit --> Rückverfolgbarkeit (Auditability) ,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"All you're building is data. The raw material for data product is data. But if you don't know what raw materials you have, how are you going to ideate? Because you can always dream about a product that can do this, that, but if you don't have the data that will support that service or product, there's no point. So very first thing is, as you're ideating, you need to know exactly what do I have. So when you go into Collibra, you should have a data catalog that tells you these are the assets.

How can I use them? Where can I use them? So that is where that governance thing comes into play. And that should be very easily accessible to the ideation team. Otherwise, without it, what happens? They are going to run around the company talking to 100 people and still not get the answer.",Know Your Data (bessere Übersicht) ,Know Your Data (bessere Übersicht) --> Reduktion Aufwand,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"So in Europe, they say you cannot move your consumer data outside of the European Union. So it is within the geographical boundary of European Union, so that is called geofencing. You go to Australia and New Zealand, they have similar privacy law. You cannot move the data outside of the geographic region of Australia and New Zealand and every region across the globe have got their privacy law. They will not have access to the live data but they will have access to the metadata and they can see. Of course, they will still have to go through the process of requesting access to the live data once they build the use case. But it makes their job very easy and the process fast when they know exactly what is available and what they can do with it when they go to the legal compliance and privacy team.  --> So with actually Collibra, they can do that because the metadata across the globe, across all platforms is available in one place.",Accessible (Zugänglichkeit),Accessible (Zugänglichkeit) --> Verbesserung internationale Kooperation,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"Business Interesse ist primär Skaleneffekte beim EDM und hat um eine gewisse Einheit zu kriegen, um auch im Data Governance Bereich nicht überall eine neue Governance aufzusetzen zu müssen. Wenn wir EDM anschauen, da ist besonders das, was ich vorher angesprochen habe, da gibt es Skaleneffekte, ich kann mit wenigen Vendors zusammenarbeiten, habe einen gewissen Skaleneffekt, weil ich einfach Dänger dann habe, das geht vor allem auch bei der Cloud-Usage einfach darum, wenn ich mehr Cloud-Usage habe bei einem spezifischen Anwender, dann wird es in der Regel günstiger, einheitliche Architektur ermöglicht Zentralisierung von Support Teams, Zentralisierung von Development Teams, ich brauche nicht nochirgendeinen, der noch irgendeine fünfte oder hundertste Programmiersprache kann,sondern ich kann das so ein bisschen um die Wichtigsten zentralisieren",Reduktion Aufwand,Reduktion Aufwand,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"Wenn wir in den Catalog schauen, das ist natürlich für das Business noch viel spannender, weil da kommt ja auch irgendwann derEnd-User zum Schluss, wo eben schauen kann, was für Daten habe ich als Unternehmen, wie kann ich die nutzen, da kann ich dann mit Metadaten genau hinterlegen, wer darf was wie nutzen und genau das ist ja auch interessant, vor allem in einem grossen Unternehmen, weil wir haben so viele Daten, wenn man keinen guten Catalog hat, dann kann es gut und gerne passieren, dass man die gleichen Daten am Schluss 20 Mal hat, schlimmstenfalls bei uns renne ich dreimal zum Kunden und frage ihn dreimal nach dem gleichen Datensatz und genau das kann ich mit einem Catalog ja verhindern, habe dann auch wieder die Skaleneffekte, dass ich es einmal extrahiere und nicht fünfmal",Know Your Data (bessere Übersicht) ,Know Your Data (bessere Übersicht) --> Reduktion Aufwand,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"Und beim EDC, wenn da die Attributes richtig hinterlegt sind und man hat dann Attribute Based Access Controls, wo genau definieren, nur mit diesem Attribut kannst du dann auch auf die Daten zugreifen, also von dem her gesehen ist es ein sehr wichtiges Thema","Gemeinsames Datenverständnis, einheitliche Terminologie & Datenvergleichbarkeit",-,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"Ohne diesen EDC muss ein Business User teilweise riesen Aufwand betreiben, um zu verstehen, wenn ich jetzt Kunde A habe, wie viele Daten habe ich von dem, welche Daten habe ich von dem, woher kommen die Daten, sind das die richtigen Daten, all diese Themen sind enorm komplex, wenn ich jetzt als Business User einfach hingehe und keinen EDC habe --> Mit dem EDC kann ich das im besten Falle auf einen Blick sehen, insofern ich natürlich über meine Attributes überhaupt die Rechte habe, um es zu sehen.",Reduktion Aufwand,-,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"Und auch hier wieder die Governance-Leute kriegen, wenn sie ein einheitliches EDM haben, einen relativ schnellen Überblick, wie die Daten sich bewegen und wo die hingehen. ",Know Your Data (bessere Übersicht) ,Know your Data (bessere Übersicht) --> Nachvollziehbarkeit ,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"Es ist wirklich da wichtig, wo ich viele Daten habe, mit vielen Daten umgehen muss, vielleicht auch nicht unbedingt in der Produktion, in der Cloud-Produktion, da gibt es auch gewisse Benefits, was ein EDM, EDC mit sich bringen kann, aber da gibt es andere Themen, die viel mehr Benefits bringen, sondern wirklich, wenn ich Services habe, die vor allem auf Daten getrieben sind oder wenn ich Dienstleistungen erbringe, dann bietet es mir natürlich viel mehr Möglichkeiten, auch mit Erfahrungswerten, mit Daten, die ich halt über die Kunden habe, danach etwas anzustellen, aber das ist je wirklich von Unternehmen zu Unternehmen unterschiedlich. Bei uns jetzt ist es ein unheimlich wichtiges Thema, wir sitzen auf so vielen Daten und könnte so viel auch mit Benchmarking und solchen Sachen arbeiten und das auch als Service verkaufen am Schluss, das ist  wichtig",Steigerung Business Value,-,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"Daten werden wichtiger, weil genau mit AI habe ich dann auch neue Use Cases, wie ich eben das auch verwenden kann und das Thema bei AI ist wie im klassischen Datenmanagement auch, und das klingt immer so vulgär, aber auch da gilt Shit in, Shit out und wenn ich das einfach nicht im Griff habe, dann schmeisst man die AI auch nur Müll hinten wieder raus und das ist ja oft das Problem, oder dass die AI eben gar nicht so gute Resultate liefert, weil einfach das, was drinnen ist, nicht gut ist und da kommt es dann wirklich auf eine gute Datenarchitektur an, gutes Datenmanagement, gute Datenkataloge, dann kann ich deutlich besser auch mit AI arbeiten gehen und das unterschätzen aber auch viele Unternehmen und viele Unternehmen klagen im Moment einfach AI auf alles obendrauf und wundern sich, dass AI dann nicht den Benefit bringt, den man erwartet, weil jetzt wird immer sehr viel versprochen, was AI alles bietet und wenn ich halt eben den Datenkatalog nicht im Griff habe, das Datenmanagement nicht im Griff habe, dann kommt dann halt auch hinten nicht das raus, was ich gebrauchen kann und ich bin da eh teilweise ein bisschen skeptisch.",Potenzial für AI,-,,
27,Data Steward,Bank,Externe Firma,"Yeah, I like to say, yeah, it is, of course, a way to see how data, everything is connected, where you're going to find a specific data. But it's also a dictionary so that you understand what data means. Because a lot of confusion happens in the companies because I say, oh, I have this data.","Gemeinsames Datenverständnis, einheitliche Terminologie & Datenvergleichbarkeit","Gemeinsames Datenverständnis einheitliche  Terminologie & Datenvergleichbarkeit -->
Reduktion Fehleranfälligkeit ",,
27,Data Steward,Bank,Externe Firma,"It's called ABC. The other department says, I also have this data. It's called ABC.

ld say it should be a feature of a data catalog. It should allow you to store your definitions and I believe ideally also to provide workflows so that your data definition process can happen, can be hosted in this platform.","Gemeinsames Datenverständnis, einheitliche Terminologie & Datenvergleichbarkeit",-,,
27,Data Steward,Bank,Externe Firma,"But we mean totally different things. And then having that platform where definitions areagreed upon and signed off by somebody who owns that definition is really important, especially for companies that are very big. ",Verbesserung Data Governance,klare Verantwortlichkeiten --> bessere Data Governance,,
27,Data Steward,Bank,Externe Firma," So, for instance, let's talk about definitions of metrics and performance indicators, KPIs, etc. So let's say that you have a very, very big company and they are producing a certain machine and this company has offices around the world and they are all producing and selling these machines and they want to calculate what is the performance of their machine. So how many hours per day the machine is working, how many hours per day it has to defect so it needs to be shut down to fix. Every office in the world has their own way of calculating that. And then when all these offices send their KPIs to the headquarters, how can you compare the performance of China with the performance of U.S. or whatever if the way of calculating is different, right? And sometimes it's not only that it's different but it's not transparent

So, again, different regions of the world might be creating what they call the same But they have different key filters, different business rules, different ways of, yeah, I don't know, a very simple thing like, oh, I use a simple average. I use a weighted average. Okay, the math is already established","Gemeinsames Datenverständnis, einheitliche Terminologie & Datenvergleichbarkeit",-,,
27,Data Steward,Bank,Externe Firma,"Because, yeah, in the end, you're able to trust the data and minimize errors. I mean, you minimize errors because you know exactly when you have a report and you have that report, let's say, under governance, so transparent in Collibra, etc. You don't have doubts about, let's say, the numbers. And you also, having that transparent and owned by somebody reduces a lot of conflict between people, among people. So having the data catalog, as long as people acknowledge the value of it, as long as people believe in what is there, makes, of course, people trust better the data they're getting, the reports they're getting.",Vertrauen in Daten,besseres Vertrauen in Daten  + Reduktion Fehleranfälligkeit ,,
27,Data Steward,Bank,Externe Firma,"So of course you have to have the governance of how you calculate a KPI. You have to have clarity on that. You have to have agreement on that. But anotherfundamental piece is that you take care that the raw layer of data has good quality. So is there data missing? Are the formats correct? Is it accurate? As long as you can measure if the data that is entered is, in fact, true.",Verbesserung Datenqualität ,einheitliche Terminologie --> Verbesserung Datenqualität ,,
28,Data Architect,IT Services,Beratung,"data catalogs, they come in as a tool to organize messy datawarehouses, messy data lakes to help companies find their assets by utilizing or by using mostly the sort of like query logs.",Datenauffindbarkeit,-,,
28,Data Architect,IT Services,Beratung,"Now enterprise data models are something a little bit more interesting. They make a lot of sense to people like me, to people who understand the data, is we say like, hey, we start with a very clean structure that mirrors the business, and then we derive everything from there.

You can go and you can specify what these things are, and you write it down, and you basically say this is the approved definition of what a customer is, this is the approved definition of what, let's say, the purchase date, or the order date it is, this is the approved definition of what a shipping date, or conversion date, etc. You can reduce a lot of this, like all these tables that are spread all over the warehouse can reduce a lot of this noise. You can put things in the buckets, if you want","Gemeinsames Datenverständnis, einheitliche Terminologie & Datenvergleichbarkeit",-,,
10,Data Executive,Versicherungsfirma,Collibra Success Story,"So if they, for example, if they're using a report and that report gives them ability to make decisions, they should be in a position to know what is the data that they're basing their results on, how good the quality of the data is, who owns that data, what are the challenges with that data, if there are any. I feel like, you know, as a data governance team or data management team, we are responsible to make it as transparent to them as possible. And I found Collibra to be one great way to achieve that.",Bessere Entscheidungen durch bessere Daten,"Verbesserung Data Governance → bessere Datenqualität -->
Bessere Entscheidungsfindung durch bessere Daten ",,
10,Data Executive,Versicherungsfirma,Collibra Success Story,"The second part I also wanted to do was to ensure that we have a mechanism for the users to raise the ability to raise tickets. So, for example, if they see something in the report that they don't agree with, they can question that and then it should go to the data qualityteam to resolve that.

So at a high level, my thinking is that they need to be able to see that they can trust the data or not. If they can trust the data, then they can make the decisions without fearing that they
have made a decision based on data that they're not sure about.",Vertrauen in Daten,besseres Vertrauen in Daten --> bessere Entscheidungsfähigkeit ,,
10,Data Executive,Versicherungsfirma,Collibra Success Story,"Because one of the challenges enterprises face is that the same thing is called multiple ways. So you want everybody to be speaking the same language. So what Collibra allows you to do is you can ensure that something that is for, let's say, customer, everybody understands what customer means because it's defined. You have an owner because, you know, in a complex organization, customer could be very different people.

And the other challenges users face sometimes is that they might have two different reports. reporting different data with different numbers. Well, same data may be different numbers
because they may have different criteria and they may be calling something different. So that's a common problem. And one way to avoid that is to use a common terminology and using that terminology, ensure that every report or every dashboard has a very clear understanding of what are they reporting? What does it mean? And it should not conflict with something else that's already there.","Gemeinsames Datenverständnis, einheitliche Terminologie & Datenvergleichbarkeit",-,,
10,Data Executive,Versicherungsfirma,Collibra Success Story,"So Collibra allows you to do that. And then with some integration with other systems, you could actually achieve a lot of automation in this regard. So you have the ability to also link
your business metadata to technical metadata. So if I'm looking at a report and it says customer number, I can then find out this customernumber based on the lineage. You can say, okay, this customer number is coming from originally from this system. This is how it was captured. o then you have the ability to trace the complete lineage and understand how this data has come from source A all the way to this report and along the way all the different hops that it has gone through.",Nachvollziehbarkeit von Daten oder Änderungen (Interpretation),-,,
10,Data Executive,Versicherungsfirma,Collibra Success Story," And also you have the ability to look at the status or the quality of the data. If you are measuring the quality, if you have the specific rules around. So, for example, you want to make sure that the business rules that you define. So, for example, if there's a date and that date cannot be a future date and this system has future dates. So now you know that there are some issues with this data. What percent of data have that issues? What is acceptable? What is not acceptable? So you can define your whole data quality strategy around it.",Verbesserung Datenqualität ,-,,
10,Data Executive,Versicherungsfirma,Collibra Success Story,"So the defense part is the regulatory part where you need to have these in place so that you can show that your company is compliant with this. You're protecting personal information.
You're ensuring that the right, you know, people have access to the right data.",Verbesserung für Regulatorik und Compliance,-,,
10,Data Executive,Versicherungsfirma,Collibra Success Story,You want people to be able to self-serve. They don't have to be asking like five different departments to answer one simple thing that they can do themselves. ,Self-Service,Self Service --> Reduktion Aufwand,,
10,Data Executive,Versicherungsfirma,Collibra Success Story,we are doing our work more efficiently. We're able to respond to our consumers more quickly. We're able to respond to things that may be problematic.,Effizienzssteigerung,-,,
32,Professor,Information Systems,Univesität,"Für mich ist ein Data Catalog im weitesten Sinne ein One-Stop-Shop für Data. Es gibt ein Unified Interface und da kann ich dann irgendwie auf die unterschiedlichen Data Assets, die ein Unternehmen hat, zugreifen und auch die dann irgendwie managebar machen. -->  Ich glaube, bei dem Hintergrund sind die eigentlich eine gute Lösung, weil die meisten Unternehmen haben eigentlich keine Ahnung, welche Data Assets sie denn insgesamt haben und in welcher Qualität und wo die sind und ob die jetzt irgendwie besondere Sachen berücksichtigt werden müssen.",Know Your Data (bessere Übersicht) ,-,,
32,Professor,Information Systems,Univesität,"Das liegt ja auch daran, dass die Data Definitions einheitlich sind, dass die Kundennummer inSystem A mit System B matchen, dass die Daten gleich formatiert sind. Das klingt jetzt alleslow-level, aber wenn du da ein paar hundert Systeme hast, dann ist das leider not a given.","Gemeinsames Datenverständnis, einheitliche Terminologie & Datenvergleichbarkeit",-,,
3,Experte,Collibra,EDM / EDC Anbieter,"That might mean, for example, for that use case, very simply, you have to improve dataquality.",Verbesserung Datenqualität ,-,,
3,Experte,Collibra,EDM / EDC Anbieter,"And the only way to do that is to align to a business case, to align to a business goal. And say today you had, I don't know, your sales were at, you know, or customer churn was at 40%. Or 60%. Now with this data running, this use case now we're running for six months and you can see that there's a marked difference in customer churn. And that all links down to this use case being empowered, this data being available, this data product being available, this data being available, data quality being improved, the ownership being improved, all of that stuff.",Datenauffindbarkeit,-,,
3,Experte,Collibra,EDM / EDC Anbieter,"And if you go and ask somebody else, how many customers do you have? And if you say it's a hundred and if that person says it's 300, right, we have a fundamental difference
between the number of customers. Number of customers should be something that, you know, should be the same, right? But it's actually not that you are right and that person is wrong or the other way around. It's because both of you are right or wrong because the simply that the definition you're using to measure what a customer is might be different, right? And that is because of the way that your business is functioning, your business line of business is functioning.

So in order to minimize this kind of problems, you can have a simple thing of definitions, right? It's a simple use case where you have a glossary, right? You have a glossary where you say, this is what we mean by customer. This is what we mean by address. This is what we mean by whatever, right? And once you have those, then you can start linking them to your data when you have it.

It's simply a matter of having the most prioritized databases inside your Collibra instance or whatever the tool that you're using. And having that linkage, which will then help you to understand, okay, you say customer, when you say customer, you mean this. When I say customer, I mean this.","Gemeinsames Datenverständnis, einheitliche Terminologie & Datenvergleichbarkeit",-,,
3,Experte,Collibra,EDM / EDC Anbieter,"So then we don't have a argument about how many customers we have, because I say,based on my definition, it's 300. Based on your definition, it's 100.","Gemeinsames Datenverständnis, einheitliche Terminologie & Datenvergleichbarkeit","Gemeinsames Datenverständnis einheitliche  Terminologie & Datenvergleichbarkeit -->
Vermeidung Missverständnisse + Reduktion Fehleranfälligkeit",,
3,Experte,Collibra,EDM / EDC Anbieter,"So that could be one. The other one could be simply that you cannot compete with companies that are now coming up with faster, quicker turnaround times. Because if you don't know where your data is, if you don't understand what it means, and if you can't trust it, you can't do quick things compared to other companies who are in that program, understand whatsomething means.

And the least, most likely over time, it will become more and more difficult for you to compete with companies who have a better data layer

But if you have those processes, then people can start to use it, so that your entire workforce, or most of your workforce starts to become assets that go beyond what their job is, and start building new things, start thinking about new things, and utilizing that data to achieve business objectives. And that company is the supercharged to do stuff, to get to places, whereas compared to other companies, it's much more difficult to change, difficult to maneuver, difficult to adapt to new situations",Know Your Data (bessere Übersicht) ,-,,
29,Geschäftsleitung,Collibra,EDM / EDC Anbieter,"They said, oh, let's solve that with a catalog. We will put a catalog over our data lake and the catalog will give you the transparency as in what is inside my data lake, what is inside my data platform. So that's when the catalog started to appear as naming in the industry.

my catalog is a window that shows you what's in my lake. You do that with a certain purpose, right? So let's say you're a business user and you're like,oh, I'm going to check in what's in my lake because I want to get access to this data to makemy analysis, to draw my insight and make my decision. So the catalog gives you that window as in what lives in your lake, but it doesn't mean that you immediately have access",Datenauffindbarkeit,-,,
